participant_id,source_type,age,gender,student_status,region,platform_sessions_per_day,messages_sent_per_day,in_person_conversations_per_week,shared_meals_or_social_events_per_week,group_activities_per_month,trusted_contacts_count,sleep_hours,self_reported_stress_0_100,lq1,lq2,lq3,lq4,lq5,lq6,lq7,sci1,sci2,sci3,sci4,sci5,sci6,delay_immediate_choice_1,delay_immediate_choice_2,delay_immediate_choice_3,delay_immediate_choice_4,delay_immediate_choice_5,delay_immediate_choice_6,spend1,spend2,spend3,spend4,spend5,risk_choice_1,risk_choice_2,risk_choice_3,risk_choice_4,risk_choice_5,conflict_defense_1,conflict_defense_2,conflict_defense_3,conflict_defense_4,conflict_defense_5,loneliness_score,social_connection_score,immediate_reward_bias,impulsive_spending_score,high_risk_choice_score,conflict_defense_score,risk_decision_index,loneliness_group,top_quartile_risk,decision_type,created_at,data_note
SYN-0194,synthetic_pilot,21,Female,Undergraduate,North America,11,23,10,5,2,4,6.8,59.0,2,2,2,3,1,3,3,5,5,5,5,5,5,0,0,0,0,0,0,3,3,4,4,4,1,0,1,0,1,5,2,3,3,2,32.1,100.0,0.0,65.0,60.0,50.0,38.8,Low loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0195,synthetic_pilot,20,Male,High school,North America,0,25,3,3,2,2,5.5,50.4,2,2,2,1,4,3,2,4,5,4,4,4,3,0,0,1,1,0,0,3,1,1,2,2,1,1,1,0,1,2,3,2,3,2,32.1,75.0,33.3,20.0,80.0,35.0,41.9,Low loneliness,0,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0196,synthetic_pilot,22,Male,Early career,Europe,9,14,9,0,2,1,6.1,69.3,3,5,5,5,4,3,4,2,1,3,3,2,3,0,0,0,1,1,1,4,5,2,2,2,0,1,0,0,1,3,3,3,2,3,78.6,33.3,50.0,50.0,40.0,45.0,46.8,High loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0197,synthetic_pilot,19,Male,Undergraduate,Other,5,25,6,4,2,2,6.6,20.1,2,2,2,3,5,2,4,1,2,2,3,1,3,0,0,0,0,0,0,2,1,2,2,2,1,1,1,0,0,3,3,5,3,3,46.4,25.0,0.0,20.0,60.0,60.0,29.0,Low loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0198,synthetic_pilot,18,Nonbinary/Other,High school,North America,9,25,9,3,2,2,7.4,28.2,1,2,3,2,1,2,2,2,4,3,4,4,2,0,1,0,0,0,0,2,3,4,3,4,1,0,0,0,0,3,3,2,2,2,21.4,54.2,16.7,55.0,20.0,35.0,29.8,Low loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0199,synthetic_pilot,21,Female,Undergraduate,Other,23,24,4,4,1,3,4.7,75.5,4,4,5,5,5,5,5,2,3,3,3,3,2,0,1,1,0,1,0,4,4,5,3,4,1,0,0,0,1,4,5,5,5,4,92.9,41.7,50.0,75.0,40.0,90.0,59.8,High loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0200,synthetic_pilot,18,Male,Undergraduate,North America,14,12,12,6,1,3,6.4,67.4,5,4,4,3,3,4,5,2,4,4,4,4,3,0,0,1,1,0,0,4,4,4,4,3,1,1,0,0,0,3,1,2,3,2,75.0,62.5,33.3,70.0,40.0,30.0,43.7,High loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0201,synthetic_pilot,22,Male,Undergraduate,North America,2,5,9,4,3,2,5.5,68.1,5,4,3,4,5,5,4,3,5,3,4,5,3,1,0,1,1,0,0,4,4,4,3,2,1,0,0,0,0,3,3,3,4,3,82.1,70.8,50.0,60.0,20.0,55.0,45.8,High loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0202,synthetic_pilot,20,Female,High school,North America,17,11,4,1,2,2,7.2,75.3,5,5,5,5,5,5,5,1,3,1,2,2,1,1,0,1,1,1,1,5,5,5,5,5,1,1,1,0,1,5,5,5,5,5,100.0,16.7,83.3,100.0,80.0,100.0,89.2,High loneliness,1,Reward-sensitive accelerator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0203,synthetic_pilot,16,Male,High school,Other,4,29,12,5,4,4,6.6,40.3,2,3,3,2,3,2,2,5,5,5,5,5,5,0,0,0,0,0,0,2,2,3,3,1,0,0,1,1,0,2,3,2,2,3,35.7,100.0,0.0,30.0,40.0,35.0,22.8,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0204,synthetic_pilot,20,Female,High school,North America,7,16,4,3,2,2,7.0,54.3,4,3,4,4,5,3,4,3,4,4,4,3,5,0,0,1,0,0,0,3,4,4,3,1,1,1,1,0,1,4,3,2,4,4,71.4,70.8,16.7,50.0,80.0,60.0,47.3,Moderate loneliness,0,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0205,synthetic_pilot,20,Female,Undergraduate,Europe,18,25,10,6,1,2,6.3,39.3,3,3,4,3,3,4,5,4,3,3,3,4,5,1,0,0,0,1,1,4,4,4,3,5,0,0,1,1,1,3,2,2,2,2,64.3,66.7,50.0,75.0,60.0,30.0,55.8,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0206,synthetic_pilot,23,Female,Early career,East Asia,9,28,10,9,6,4,7.8,36.6,2,2,3,3,3,2,2,5,5,5,5,5,5,0,0,1,0,0,0,3,3,3,3,4,0,0,0,1,0,2,2,2,2,1,35.7,100.0,16.7,55.0,20.0,20.0,27.6,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0207,synthetic_pilot,18,Female,Undergraduate,Europe,11,7,9,2,0,0,5.3,86.1,4,5,4,4,5,4,5,1,2,2,1,2,2,0,1,1,1,0,0,5,5,5,4,5,0,1,0,1,0,5,4,5,5,5,85.7,16.7,50.0,95.0,40.0,95.0,65.5,High loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0208,synthetic_pilot,19,Female,Early career,East Asia,3,25,17,7,1,1,7.8,30.4,2,1,2,2,1,2,2,4,4,4,4,5,5,0,0,1,1,0,0,2,3,2,4,3,1,0,0,0,1,3,3,2,1,1,17.9,83.3,33.3,45.0,40.0,25.0,36.7,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0209,synthetic_pilot,19,Female,High school,East Asia,7,30,13,2,1,2,4.8,53.0,3,5,3,3,3,4,5,4,4,3,5,4,3,1,1,0,1,1,0,3,4,3,3,3,1,1,0,1,0,3,2,2,2,4,67.9,70.8,66.7,55.0,60.0,40.0,58.1,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0210,synthetic_pilot,16,Male,Undergraduate,North America,12,18,10,1,2,3,5.5,62.0,3,5,5,3,4,4,4,2,2,3,3,3,3,0,0,1,1,0,0,4,5,4,5,5,0,1,1,1,0,5,4,5,5,5,75.0,41.7,33.3,90.0,60.0,95.0,63.4,High loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0211,synthetic_pilot,23,Male,Undergraduate,North America,10,21,4,0,2,2,4.9,74.2,4,5,5,5,4,4,4,3,3,2,2,3,3,1,0,1,1,1,1,4,5,5,4,4,1,1,1,1,1,5,5,4,5,5,85.7,41.7,83.3,85.0,100.0,95.0,89.7,High loneliness,1,Reward-sensitive accelerator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0212,synthetic_pilot,21,Male,Undergraduate,North America,8,8,1,0,0,0,6.1,88.4,4,3,4,3,3,3,3,1,1,1,2,2,2,1,0,1,0,1,1,5,5,5,5,4,0,0,0,1,1,5,4,3,3,3,57.1,12.5,66.7,95.0,40.0,65.0,66.8,Moderate loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0213,synthetic_pilot,20,Female,Early career,East Asia,5,23,16,3,4,2,6.2,34.6,2,2,2,3,4,2,2,4,4,3,4,3,2,0,0,0,0,0,1,3,2,3,2,2,0,1,0,1,0,4,3,3,3,3,35.7,58.3,16.7,35.0,40.0,55.0,32.8,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0214,synthetic_pilot,19,Nonbinary/Other,Early career,North America,7,12,3,2,2,0,6.1,40.9,5,4,4,5,5,4,3,1,1,2,3,2,2,1,1,0,0,0,0,5,5,4,4,4,0,0,1,0,1,4,4,5,5,3,82.1,20.8,33.3,85.0,40.0,80.0,54.9,High loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0215,synthetic_pilot,20,Female,Gap year,Europe,6,4,1,2,3,1,5.0,88.5,4,5,4,5,5,5,4,3,3,3,3,3,4,1,1,1,1,1,1,4,4,3,3,2,1,0,1,1,0,4,2,3,4,3,89.3,54.2,100.0,55.0,60.0,55.0,72.0,High loneliness,1,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0216,synthetic_pilot,21,Female,Undergraduate,Europe,1,14,8,6,3,3,7.4,26.2,1,1,1,1,1,1,2,3,4,4,5,4,4,0,0,0,0,0,1,2,2,2,2,4,0,0,1,0,0,2,2,4,2,1,3.6,75.0,16.7,35.0,20.0,30.0,24.1,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0217,synthetic_pilot,21,Prefer not to say,Undergraduate,North America,13,29,0,1,3,1,6.9,84.6,4,5,5,5,3,5,5,1,3,2,3,2,2,1,1,1,1,1,1,4,3,3,2,2,0,0,1,1,1,4,4,5,4,5,89.3,29.2,100.0,45.0,60.0,85.0,74.0,High loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0218,synthetic_pilot,23,Female,High school,East Asia,5,18,13,4,0,3,6.6,65.9,4,3,3,3,2,2,4,4,3,4,4,3,5,1,1,0,0,0,1,4,4,3,2,3,1,0,0,1,0,2,4,3,4,3,50.0,70.8,50.0,55.0,40.0,55.0,49.5,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0219,synthetic_pilot,17,Female,High school,Other,13,11,6,1,1,3,7.0,53.9,3,4,3,2,3,2,5,3,1,3,3,1,4,0,0,1,1,0,0,3,3,2,3,3,0,0,1,1,0,4,5,4,4,4,53.6,37.5,33.3,45.0,40.0,80.0,44.9,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0220,synthetic_pilot,19,Nonbinary/Other,High school,North America,15,28,9,1,3,2,6.6,54.5,2,2,4,4,3,3,3,2,2,2,2,3,2,0,1,1,1,0,0,3,3,3,4,3,1,0,0,1,1,4,4,4,5,3,50.0,29.2,50.0,55.0,60.0,75.0,57.5,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0221,synthetic_pilot,16,Male,Undergraduate,Europe,14,28,8,3,2,0,5.3,47.3,3,4,4,3,3,3,2,2,2,3,1,3,3,1,0,0,0,0,1,2,3,3,2,2,0,1,0,0,0,4,5,4,3,4,53.6,33.3,33.3,35.0,20.0,75.0,36.7,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0222,synthetic_pilot,18,Female,High school,North America,10,11,1,0,4,1,7.0,52.0,4,4,4,3,5,5,5,2,4,2,2,2,3,1,1,1,1,0,0,3,5,5,4,3,1,1,1,0,1,5,4,5,4,5,82.1,37.5,66.7,75.0,80.0,90.0,75.6,High loneliness,1,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0223,synthetic_pilot,19,Female,Undergraduate,Other,15,10,12,2,1,1,6.4,70.4,5,5,5,5,5,4,5,1,2,2,3,1,2,0,1,1,1,1,1,4,4,4,3,3,1,1,1,1,0,4,5,4,5,5,96.4,20.8,83.3,65.0,80.0,90.0,78.9,High loneliness,1,Reward-sensitive accelerator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0224,synthetic_pilot,19,Male,Undergraduate,East Asia,7,25,12,3,0,3,6.2,40.2,4,2,3,3,4,3,3,3,3,5,4,3,4,1,1,0,1,0,1,3,4,2,3,4,0,0,0,1,1,4,4,4,4,5,53.6,66.7,66.7,55.0,40.0,80.0,59.1,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0225,synthetic_pilot,21,Female,Undergraduate,North America,5,36,9,6,2,4,5.6,45.6,2,2,2,2,1,2,3,5,4,5,4,5,4,0,0,0,0,0,1,1,1,2,3,2,0,0,0,0,0,2,4,2,2,2,25.0,87.5,16.7,20.0,0.0,35.0,16.1,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0226,synthetic_pilot,19,Female,High school,Other,7,29,9,4,1,2,5.7,45.7,3,4,3,3,2,4,1,4,3,3,4,3,3,0,0,1,0,0,0,3,3,3,5,3,1,1,0,0,0,2,2,2,3,3,46.4,58.3,16.7,60.0,40.0,35.0,36.1,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0227,synthetic_pilot,20,Male,High school,Europe,8,24,13,1,5,3,5.5,35.6,2,3,3,4,2,3,3,4,2,3,2,4,3,0,0,0,1,0,0,2,3,4,4,3,0,0,0,0,0,2,2,2,2,2,46.4,50.0,16.7,55.0,0.0,25.0,23.3,Low loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0228,synthetic_pilot,19,Male,Undergraduate,North America,7,8,6,1,1,1,6.6,100.0,4,5,3,5,5,2,5,2,3,1,2,4,2,1,1,1,1,1,0,5,5,5,5,5,1,0,0,0,1,5,5,5,5,5,78.6,33.3,83.3,100.0,40.0,100.0,79.2,High loneliness,1,Reward-sensitive accelerator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0229,synthetic_pilot,21,Female,Gap year,Europe,8,13,6,0,0,2,6.9,25.5,3,3,3,3,2,4,3,2,2,2,3,3,1,1,0,0,1,1,0,3,4,1,2,3,0,0,0,1,1,4,3,4,4,3,50.0,29.2,50.0,40.0,40.0,65.0,47.2,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0230,synthetic_pilot,18,Male,Undergraduate,Europe,7,13,8,1,1,0,6.8,47.5,2,2,2,2,2,3,3,3,1,2,2,1,1,0,0,0,0,1,0,4,5,4,5,3,1,1,1,1,1,4,5,5,4,5,32.1,16.7,16.7,80.0,100.0,90.0,64.3,Low loneliness,1,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0231,synthetic_pilot,19,Female,High school,Other,21,17,9,6,1,2,5.7,46.0,5,3,4,4,4,4,5,3,3,2,4,2,3,0,1,0,1,0,0,4,5,5,4,2,0,0,0,1,0,3,2,3,3,3,78.6,45.8,33.3,75.0,20.0,45.0,42.2,High loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0232,synthetic_pilot,18,Female,High school,North America,9,31,7,6,0,4,7.3,11.9,2,3,2,2,3,3,3,4,4,5,4,4,3,0,0,0,0,0,0,2,1,3,2,3,0,1,0,0,0,2,1,3,1,3,39.3,75.0,0.0,30.0,20.0,25.0,16.2,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0233,synthetic_pilot,20,Female,Undergraduate,North America,15,1,0,1,1,1,7.1,40.4,5,4,5,5,4,5,5,2,1,1,1,1,2,0,0,1,1,1,1,4,5,2,5,5,1,0,0,1,1,5,4,5,5,5,92.9,8.3,66.7,80.0,60.0,95.0,72.6,High loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0234,synthetic_pilot,22,Female,Undergraduate,East Asia,16,18,11,0,3,2,6.0,75.3,3,3,4,4,3,5,4,2,2,1,2,3,2,0,0,0,0,1,1,5,4,5,4,5,1,1,1,1,1,5,5,5,5,5,67.9,25.0,33.3,90.0,100.0,100.0,74.2,Moderate loneliness,1,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0235,synthetic_pilot,16,Male,High school,East Asia,10,15,3,3,1,2,4.7,63.6,3,4,3,3,3,3,3,2,3,3,3,3,3,1,0,1,1,1,1,2,4,3,3,3,1,1,0,1,0,3,3,2,2,3,53.6,45.8,83.3,50.0,60.0,40.0,62.7,Moderate loneliness,1,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0236,synthetic_pilot,21,Male,Undergraduate,Other,11,13,13,1,1,2,4.2,54.5,4,3,3,3,3,4,3,3,3,2,3,2,2,0,1,1,0,0,1,2,2,3,3,5,0,0,1,1,0,5,5,4,5,5,57.1,37.5,50.0,50.0,40.0,95.0,54.2,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0237,synthetic_pilot,21,Female,High school,East Asia,10,13,2,6,2,3,5.0,54.6,3,4,2,3,3,2,5,4,3,4,4,3,4,0,0,0,0,1,0,5,5,4,3,5,0,0,1,1,0,4,2,4,2,3,53.6,66.7,16.7,85.0,40.0,50.0,44.6,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0238,synthetic_pilot,17,Female,Undergraduate,East Asia,0,8,15,9,5,4,7.2,50.1,2,1,4,3,2,2,3,5,4,5,4,5,5,0,0,0,0,1,0,3,3,3,4,4,0,1,0,0,1,3,2,1,2,2,35.7,91.7,16.7,60.0,40.0,25.0,34.6,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0239,synthetic_pilot,16,Female,High school,East Asia,4,41,14,5,4,6,4.9,60.4,5,2,3,4,3,5,3,5,5,5,5,5,5,0,0,0,1,0,0,4,3,3,4,5,0,0,0,0,0,3,3,1,3,4,64.3,100.0,16.7,70.0,0.0,45.0,30.1,Moderate loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0240,synthetic_pilot,17,Male,Undergraduate,Europe,12,0,20,5,3,1,6.0,79.1,3,4,3,4,2,2,3,3,2,3,1,4,4,1,0,1,1,0,0,3,3,2,4,2,0,1,0,0,0,5,3,3,4,3,50.0,45.8,50.0,45.0,20.0,65.0,43.5,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0241,synthetic_pilot,18,Female,Undergraduate,East Asia,7,18,3,3,3,0,5.7,75.0,5,5,5,5,5,4,5,4,3,2,2,2,2,0,1,0,1,1,1,5,5,5,4,5,1,1,0,1,1,5,4,2,5,4,96.4,37.5,66.7,95.0,80.0,75.0,78.3,High loneliness,1,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0242,synthetic_pilot,17,Male,High school,East Asia,12,29,17,5,2,5,7.3,50.0,5,4,4,4,3,3,4,5,3,4,4,5,5,1,0,1,0,0,0,3,3,4,2,2,0,1,0,1,0,5,5,4,4,2,71.4,83.3,33.3,45.0,40.0,75.0,44.2,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0243,synthetic_pilot,18,Male,Undergraduate,Europe,9,22,11,3,0,2,6.7,36.5,5,4,2,2,5,1,3,4,3,3,1,3,4,1,0,0,1,0,1,3,4,3,3,4,1,0,1,0,0,4,5,5,3,2,53.6,50.0,50.0,60.0,40.0,70.0,53.0,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0244,synthetic_pilot,20,Female,High school,North America,8,25,9,3,3,1,5.8,73.9,4,4,4,4,4,4,3,5,5,4,5,5,5,1,0,0,1,0,1,4,3,2,3,4,1,1,1,0,0,4,5,4,3,3,71.4,95.8,50.0,55.0,60.0,70.0,56.8,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0245,synthetic_pilot,20,Female,High school,Europe,4,19,14,4,1,2,7.4,48.2,2,2,1,2,2,1,3,3,5,3,5,4,3,0,1,1,1,0,0,4,3,2,1,3,0,1,0,0,0,2,1,2,2,2,21.4,70.8,50.0,40.0,20.0,20.0,35.5,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0246,synthetic_pilot,20,Female,Undergraduate,Other,12,18,13,0,2,2,6.4,45.7,4,3,5,4,3,4,4,2,2,3,3,2,1,1,0,1,1,0,0,4,2,2,3,3,0,1,0,0,0,5,5,5,4,4,71.4,29.2,50.0,45.0,20.0,90.0,47.2,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0247,synthetic_pilot,22,Female,High school,East Asia,1,26,17,4,2,0,5.8,35.2,5,4,2,3,4,4,3,4,4,5,5,5,5,0,1,0,1,0,0,4,4,5,5,3,0,0,0,0,1,1,2,3,1,1,64.3,91.7,33.3,80.0,20.0,15.0,38.9,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0248,synthetic_pilot,22,Male,High school,North America,3,30,10,4,3,4,5.1,59.6,5,4,5,4,4,3,5,5,5,5,5,5,5,1,0,0,1,0,0,3,4,4,4,3,1,1,1,0,1,2,3,3,4,4,82.1,100.0,33.3,65.0,80.0,55.0,56.2,High loneliness,0,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0249,synthetic_pilot,22,Male,High school,North America,9,29,3,3,0,4,5.6,54.7,4,2,3,2,4,5,3,3,4,4,4,3,5,0,1,0,1,0,0,3,4,4,2,2,0,1,0,1,0,3,3,4,3,3,57.1,70.8,33.3,50.0,40.0,55.0,42.4,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0250,synthetic_pilot,17,Male,High school,East Asia,9,24,19,4,3,5,6.0,23.1,2,4,2,2,3,3,1,5,5,5,5,5,5,0,0,0,0,0,0,3,3,2,2,2,0,0,1,0,0,3,2,3,3,3,35.7,100.0,0.0,35.0,20.0,45.0,20.5,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0251,synthetic_pilot,19,Male,Undergraduate,Europe,9,35,12,2,1,1,6.3,63.6,2,4,3,2,3,5,3,2,5,5,1,4,3,1,1,1,1,1,0,5,3,5,2,3,0,0,0,0,0,3,5,4,2,3,53.6,58.3,83.3,65.0,0.0,60.0,54.4,Moderate loneliness,0,Reward-sensitive accelerator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0252,synthetic_pilot,19,Female,High school,North America,7,23,8,7,5,6,5.9,52.4,3,4,3,2,4,5,5,5,4,5,5,4,3,1,1,0,1,0,1,2,4,1,2,2,0,1,1,1,0,2,3,3,3,3,67.9,83.3,66.7,30.0,60.0,45.0,52.6,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0253,synthetic_pilot,22,Male,Undergraduate,Europe,4,23,14,5,4,2,7.9,55.6,2,1,1,2,2,2,3,4,5,4,4,3,4,0,0,0,0,0,0,2,2,1,3,2,0,0,1,0,1,1,3,4,4,3,21.4,75.0,0.0,25.0,40.0,50.0,23.8,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0254,synthetic_pilot,19,Female,Undergraduate,North America,10,2,3,0,1,0,5.3,90.6,5,3,5,4,3,3,5,2,2,2,1,1,2,1,1,0,0,0,1,4,3,5,5,4,1,1,0,1,0,4,5,5,4,4,75.0,16.7,50.0,80.0,60.0,85.0,65.2,High loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0255,synthetic_pilot,22,Female,High school,North America,11,13,1,4,1,4,5.2,59.3,2,4,4,4,5,4,5,2,4,2,5,4,4,0,1,1,0,1,1,5,3,4,5,5,0,0,0,1,1,4,4,4,3,4,75.0,62.5,66.7,85.0,40.0,70.0,65.1,High loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0256,synthetic_pilot,16,Female,High school,North America,7,17,12,6,2,4,6.7,39.5,1,2,2,2,1,2,1,4,2,4,4,4,4,0,1,0,0,0,1,2,1,1,2,3,0,1,0,0,1,2,2,1,3,3,14.3,66.7,33.3,20.0,40.0,30.0,31.2,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0257,synthetic_pilot,20,Female,Undergraduate,North America,8,8,1,0,1,2,5.4,65.2,3,4,4,4,4,4,4,3,3,2,1,2,1,1,1,1,0,1,0,5,4,4,5,4,0,1,0,1,1,3,5,4,4,4,71.4,25.0,66.7,85.0,60.0,75.0,70.8,Moderate loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0258,synthetic_pilot,17,Female,Gap year,North America,13,20,4,3,1,1,5.9,44.1,5,3,5,4,5,5,2,2,2,2,3,3,3,0,0,1,1,0,0,5,2,5,3,4,1,1,1,1,1,4,4,4,4,4,78.6,37.5,33.3,70.0,100.0,75.0,65.4,High loneliness,1,Risk-seeking chooser,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
